year,spei_Eastern Cape,spei_Free State,spei_Gauteng,spei_KwaZulu-Natal,spei_Limpopo,spei_Mpumalanga,spei_North West,spei_Northern Cape,spei_Western Cape,Total precipitation_Eastern Cape,Total precipitation_Free State,Total precipitation_Gauteng,Total precipitation_KwaZulu-Natal,Total precipitation_Limpopo,Total precipitation_Mpumalanga,Total precipitation_North West,Total precipitation_Northern Cape,Total precipitation_Western Cape,gwsa_Eastern Cape,gwsa_Free State,gwsa_Gauteng,gwsa_KwaZulu-Natal,gwsa_Limpopo,gwsa_Mpumalanga,gwsa_North West,gwsa_Northern Cape,gwsa_Western Cape,spei_status_Eastern Cape,spei_status_Free State,spei_status_Gauteng,spei_status_KwaZulu-Natal,spei_status_Limpopo,spei_status_Mpumalanga,spei_status_North West,spei_status_Northern Cape,spei_status_Western Cape
01/09/06,1.6225128,1.026523,0.37429032,0.7354566,-0.7368225,-0.12397729,0.3923891,0.13530645,0.8561672,53.86006944,6.988622841,5.348542007,56.98952283,5.267723999,21.17433242,1.468799155,3.063493923,15.15813589,-6.0055704,-1.9399263,1.5224004,1.1762862,-1.2216324,-0.6140648,-1.9578227,0.95266765,-4.0358243,Very wet,Moderately wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/10/06,1.79377,0.5798653,-0.4451649,0.74059504,-1.2674693,-0.7214369,0.23238803,-0.046430383,0.57874316,94.68045638,56.93058408,47.49661703,105.2921777,13.71696873,62.11144528,37.9944164,13.18878341,24.45302149,-7.6268377,-1.628602,1.289031,-1.5695901,-1.7053279,-0.49287066,-2.6335356,1.1158005,-0.01978445,Very wet,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal
01/11/06,0.5665415,-0.3374199,-0.8362015,0.283195,-0.80070513,-1.0747404,-0.29072323,-1.3084157,-0.8334078,66.77508789,79.37542181,127.0592928,120.5199207,92.49003811,144.3541361,73.476735,15.55676767,20.94521652,-7.628827,-1.8490736,0.004948522,-6.2883353,-1.5980824,-2.4227667,-1.9024115,0.4525133,-0.6668024,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Moderate drought,Near normal
01/12/06,0.34756568,-0.28787944,-0.33642244,0.8732388,-0.7363745,-0.42582428,-0.5014018,-0.86760443,-0.5599708,85.48149625,103.8733271,133.3678415,179.269721,86.94994081,174.9276537,101.4396641,27.97162916,13.94627938,-6.8088865,-2.6189873,-2.1917753,-10.0691185,-2.0665822,-3.8331313,-2.1680384,-1.0031734,-1.4172904,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/01/07,-0.47396854,-0.65283716,-0.68816245,0.07323343,-0.8049537,-0.7366631,-0.97994983,-0.982129,-1.0818226,65.47914657,46.0965796,54.95821091,82.83650868,34.86662904,64.33643145,27.95377453,21.12554584,14.18065994,-2.0793717,-0.89894766,-0.53894645,-8.448131,-0.61222553,-4.3931394,-0.37371182,0.08379291,0.3575423,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought
01/02/07,-0.96044546,-1.3979003,-1.759381,-0.7941774,-1.4850979,-1.1820797,-1.6383593,-1.2490597,-1.1719463,45.80808978,27.23274495,20.74316994,68.43493057,31.46678933,63.09595479,16.52562085,6.266568116,17.51240597,1.5634099,1.5354201,1.4304394,-2.1533887,1.461829,-0.28033105,1.2820253,1.0856788,2.2389061,Near normal,Moderate drought,Severe drought,Near normal,Moderate drought,Moderate drought,Severe drought,Moderate drought,Moderate drought
01/03/07,-0.63423544,-1.7079393,-2.39802,-1.6857278,-1.4535414,-1.8879912,-1.7779318,-1.3604411,-0.79822505,90.43326816,43.14667436,27.78282693,80.89216399,54.49110387,47.0267946,27.10149769,17.64214886,21.95230965,0.13789016,3.6847131,2.8700058,0.280108,2.3638306,1.5520662,3.328857,0.78127694,1.8752393,Near normal,Severe drought,Extreme drought,Severe drought,Moderate drought,Severe drought,Severe drought,Moderate drought,Near normal
01/04/07,-0.41989982,-1.4951739,-2.0710063,-1.2408577,-1.1987714,-1.3298647,-1.5833805,-1.1115519,0.027845863,49.4791404,41.45586814,39.03002321,61.904493,28.2372669,47.2478031,21.67166049,15.91315192,37.20936406,-0.5236628,4.4071407,5.5497108,2.1199605,3.2848148,4.886088,3.9620206,-0.42852312,0.014005471,Near normal,Moderate drought,Extreme drought,Moderate drought,Moderate drought,Moderate drought,Severe drought,Moderate drought,Near normal
01/05/07,-0.017199552,-1.022971,-1.6254894,-0.6637343,-0.7336567,-1.0884366,-1.0299484,-0.8137067,0.20134696,10.52688948,2.694677845,0.192490715,6.996575408,0.43206576,0.64155542,0.592273336,4.554629498,32.23469579,-0.15486057,3.1011362,2.8823354,2.1944315,1.9108965,2.555275,2.591909,0.13056739,-1.3978595,Near normal,Moderate drought,Severe drought,Near normal,Near normal,Moderate drought,Moderate drought,Near normal,Near normal
01/06/07,-0.04450375,-0.17560396,-0.5221839,0.2891035,-0.736487,-0.30178127,-0.32148376,-0.3462241,0.59912115,29.5654898,28.63753751,15.76084842,59.48399929,7.394242077,14.78996787,20.41535734,16.21084307,54.62134413,2.030913,3.0443878,3.6110044,3.0994308,1.6857158,3.5918946,3.1921186,0.52587295,-0.5624558,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/07/07,-0.13215345,-0.17420611,0.14373419,0.29598272,-0.2580329,-0.3758265,0.08581916,-0.21430765,0.75360763,12.47058327,1.493613939,3.748861072,4.631851265,9.012336599,6.492902324,1.583796343,7.263185167,45.99205269,2.5343454,3.0478938,3.8147714,2.7340806,1.6439286,2.5614398,3.0748718,1.4632753,-0.18683578,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/08/07,-0.19421539,0.07746767,0.6166203,0.33271614,-0.060687672,-0.25016633,0.5271986,0.14917623,0.5178885,18.11503118,4.839981405,0.815501268,21.08767138,2.258828125,5.589320343,0.465213099,3.659675921,27.2023625,4.2899036,3.7254682,2.50851,6.517545,0.9220469,4.4629674,3.363338,2.97014,0.013442514,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/09/07,-1.1680434,0.11967881,0.386796,-0.7112874,0.38178208,-0.93548954,1.1065376,-0.4680291,-0.39754993,21.46683395,36.4350138,30.20137351,43.70401419,35.13541761,32.72154032,43.29683347,7.202978466,9.771807024,2.160236,0.9334959,0.38559157,3.2324164,-1.0197709,1.5302387,0.058285717,0.80710375,-0.39165482,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal,Moderately wet,Near normal,Near normal
01/10/07,-0.30785114,1.0078291,1.3080626,0.43661135,0.86830556,0.20570849,1.5844672,0.430923,-0.6594769,90.95308861,132.1761431,127.6928778,132.2989438,46.80668956,106.2497991,77.25047609,44.5988323,35.62443894,1.4702789,-0.043310687,-1.076271,1.5454187,-0.97409713,1.5205947,-0.10390898,0.6110905,0.66850466,Near normal,Moderately wet,Moderately wet,Near normal,Near normal,Near normal,Very wet,Near normal,Near normal
01/11/07,-0.13482821,1.2127359,0.7795931,0.7610533,1.3485053,0.7402096,1.3522968,0.7418899,0.6267866,86.86410089,92.78802898,104.6565191,114.3190143,135.9713734,131.6715433,68.18663919,24.53192531,62.77570956,2.2934785,-0.14123553,-0.28254965,-2.3847756,-0.4735099,-0.42236796,0.68599373,-0.4956748,0.005750191,Near normal,Moderately wet,Near normal,Near normal,Moderately wet,Near normal,Moderately wet,Near normal,Near normal
01/12/07,0.7737025,1.1151334,0.3688904,0.6280926,1.595232,0.7469183,0.92614853,1.2669793,1.3949515,120.1578103,90.91159164,84.62244072,97.89379108,131.6830177,102.791407,89.95693601,62.49680129,50.85729115,-0.5901679,-0.60586727,0.054414768,-4.003517,-1.762346,-1.0792959,0.29830623,0.49293253,-1.2973958,Near normal,Moderately wet,Near normal,Near normal,Very wet,Near normal,Near normal,Moderately wet,Moderately wet
01/01/08,0.6767858,0.22426769,0.47953698,-0.38612276,1.0218353,0.6536654,0.672254,0.87935585,1.4185055,93.68032998,93.55732486,145.7297458,122.3851301,128.3908248,140.1945776,124.3672698,50.27746224,22.11128761,1.3184601,-0.16606331,-1.5976527,-1.8897678,-3.2287207,-2.5952797,-1.7652203,0.91413444,0.28816915,Near normal,Near normal,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Moderately wet
01/02/08,0.82622933,-0.1305679,0.4703742,-1.1365163,0.20294583,-0.18522058,0.37517253,0.61318326,0.93272233,94.82786494,54.33663599,77.89439039,79.46114665,34.15463945,79.38562589,38.70930947,22.27143526,31.0862714,1.4687998,1.3962103,-0.002214236,1.3118386,0.004010393,1.3970608,-0.6335999,-0.09799419,-0.2591378,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal
01/03/08,0.15021206,0.039208397,0.9164807,-0.7025494,-0.20625362,0.12583391,0.6052273,0.16107558,-0.18255234,72.68069337,80.2271659,151.8557711,101.203332,56.37491463,117.497453,112.7550183,43.97008061,26.72465049,-0.51158935,1.7687201,-0.5107542,2.880027,0.7660176,2.2143123,0.024120692,-1.951244,-2.6219482,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/04/08,0.011045525,-0.31496966,-0.26844025,0.030790932,-0.73333025,-0.50457346,-0.03723724,-0.28350413,-0.7355663,48.10757101,24.30729335,14.71613708,98.26625472,20.96490076,48.81745772,7.769988507,9.532994088,12.48788309,0.382607,3.213805,0.19316287,0.29526645,0.76749355,1.4460263,1.2137738,-1.0026844,-0.6260564,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/05/08,-0.39802065,0.2926409,0.30093026,0.49958673,-0.48950174,-0.015269247,0.6773821,0.13489616,-1.0715942,18.69348886,42.43588559,34.54329417,16.75506208,9.604964097,23.22102296,47.66568719,42.55942435,29.20946116,0.9548312,1.9833245,0.9805837,0.6261083,1.3008138,2.3581498,0.15297137,-1.079327,-0.13896751,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought
01/06/08,0.16535507,0.35656008,-0.6895859,0.8402781,-0.8489412,-0.45771503,0.09698685,0.6749248,-0.7777913,42.00588179,25.19164055,11.54699118,38.22501987,2.386502744,8.195602978,12.04199018,25.87949896,43.72370985,1.018597,2.4055898,2.2818232,1.25927,1.9594579,3.8124108,0.83874,-0.6624092,-0.61440676,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/07/08,-0.279336,0.99057394,0.119603954,-0.28465268,-1.2215804,-0.6655645,0.6459981,1.5281948,0.23001045,3.601666096,0.887208973,1.473092783,6.154271517,2.812151747,2.497513834,1.490393127,11.31781393,54.94760331,1.7257417,2.8042068,3.0205972,2.824041,2.323244,4.4715023,0.91096216,-1.4682544,-3.5680819,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Very wet,Near normal
01/08/08,0.11692769,-0.36953497,-1.3160696,-0.5552188,-1.7654953,-1.7804663,-1.442046,0.7626962,0.6166646,31.2885857,6.110931833,0.943483162,13.4942557,2.285040919,4.347918877,1.182633587,9.409801563,41.85432344,4.5087748,4.0952845,2.5420148,4.789253,1.3688924,3.9478896,1.815111,0.025522284,-1.9836676,Near normal,Near normal,Moderate drought,Near normal,Severe drought,Severe drought,Moderate drought,Near normal,Near normal
01/09/08,-0.82336587,-1.2183247,-2.0616858,-0.88370746,-1.416091,-1.7269866,-0.98759043,0.18857357,0.8653288,14.70968256,3.608940541,1.101925329,49.90885619,2.317716689,13.054359,0.126886662,2.940389917,37.6466145,0.9556853,2.6450417,1.4166341,3.8230112,-0.11120348,3.0097978,0.21348631,-1.6754391,-4.0983524,Near normal,Moderate drought,Extreme drought,Near normal,Moderate drought,Severe drought,Near normal,Near normal,Near normal
01/10/08,-0.94140637,-1.3820297,-1.348399,-1.2652639,-1.514741,-1.5309709,-1.40061,-0.48811263,0.4648166,42.55931473,22.66333734,42.48201235,51.48964858,9.788934565,42.45063249,22.4146847,8.057611166,19.4741428,3.466002,4.0567336,2.3766115,3.857085,0.492691,3.054567,1.2417866,-0.34042346,-1.1715226,Near normal,Moderate drought,Moderate drought,Moderate drought,Severe drought,Severe drought,Moderate drought,Near normal,Near normal
01/11/08,-0.6921306,-0.387221,-0.665339,-0.8121756,-0.7131275,-1.0817302,-0.69582814,-0.35123268,0.96453273,92.7613634,101.3502517,103.6276581,107.5809848,101.3127007,131.0849058,67.53511274,20.63452458,51.73213537,5.077758,4.308412,1.017656,3.293364,-1.1326976,1.7299469,1.9916655,0.94465464,0.24157995,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal
01/12/08,-0.68511593,-0.7407503,-0.8427487,-0.931075,-0.57978064,-0.7240499,-1.3146123,-1.3767458,0.11495017,75.1683365,54.92085564,83.36935524,111.6447011,126.6133089,140.5536398,40.56435483,11.10192469,13.26582648,4.1293626,2.7688081,0.45340624,0.3351903,-0.24080388,0.6948933,1.3226186,0.31281343,0.4254613,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Moderate drought,Near normal
01/01/09,-0.59494174,0.201596,0.14547546,0.2143201,0.27488247,-0.20621172,0.2763974,-0.93869096,-0.025202828,70.88359018,145.6411301,202.3411375,170.152325,155.0973425,179.6355443,173.247715,32.49465109,11.45303819,3.456949,1.2818376,-2.3580265,-1.9597033,-2.28692,-0.916555,-1.2156217,-0.7266447,-0.37848127,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/02/09,0.13796453,0.36906165,0.53394645,0.6883339,0.11942012,0.29075345,0.4460535,0.03851639,-0.40314898,152.9860896,123.1055738,132.6885946,170.6736361,78.40572634,128.9984508,98.64005967,77.2404967,32.48705246,2.561952,1.8636477,-1.6488898,-0.52171874,-0.5842499,0.04675831,-0.50567424,-1.0495789,-0.1092107,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/03/09,0.001812943,0.5175193,1.0370505,0.6034192,0.26431727,0.32718685,0.79921895,0.2564266,-0.70068115,32.10976426,44.8675843,96.06890093,81.64746901,50.36922953,82.03034544,65.2362524,20.80249277,12.23196106,1.6130245,2.848001,1.0306479,-0.40269274,0.46390098,0.43808472,3.1612263,-0.16075176,0.56595486,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/04/09,0.003058076,-0.16125977,0.47084796,0.041297197,-0.32735687,-0.13553117,-0.14643134,0.12776987,-0.5796106,32.66371467,14.94227527,2.774562745,39.55822233,3.936818928,9.534374603,5.290783422,26.5035921,37.01546942,3.4675956,4.650382,1.9197147,1.1598976,0.88889664,2.177729,4.3321123,0.36807176,1.1457956,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/05/09,-0.95924926,-0.93567914,0.072328955,-0.25174496,-0.31750855,-0.73693943,-0.4962688,-0.6843944,-0.6415761,17.11099323,30.25008343,19.42791668,22.48322701,20.57311197,19.66954895,32.68600178,10.10384963,30.72277651,4.5106583,3.7732253,2.4191067,1.8887686,0.6706093,2.9948573,3.5151963,-0.25364843,0.63365287,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/06/09,-0.33093038,-0.26057792,-0.2591038,0.23060301,-0.30281594,-0.6725948,-0.09828427,-0.14155343,0.21064767,24.42703188,38.46059138,20.85597022,17.41822241,19.40998097,16.28584761,47.68939812,28.89334177,57.19226102,2.4017818,3.0198154,2.1639245,3.1866477,1.244866,3.6154785,1.8408676,-0.75381035,-2.8826528,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/07/09,0.37838802,0.9429365,1.076962,0.77853996,0.85477877,0.7062149,1.2489078,0.28044993,-0.030034889,18.17150294,10.70778675,1.669359644,8.192219635,3.424049004,2.5491555,9.781482763,9.474646641,34.54646037,2.992467,3.4600282,2.2110426,3.1563988,1.0595691,3.2004437,1.6380502,0.6099794,-2.6760027,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Moderately wet,Near normal,Near normal
01/08/09,0.40141445,1.0047004,1.263783,0.83199,0.6339679,1.0619566,1.5071872,0.21856086,-0.37115073,24.09964229,18.89825004,24.7839498,71.91191124,3.963895519,35.86969746,9.665299113,5.056461977,23.70716236,3.8040946,3.809564,3.8554657,3.9877164,1.6317648,5.0672317,2.6605904,1.7085454,0.06365799,Near normal,Moderately wet,Moderately wet,Near normal,Near normal,Moderately wet,Very wet,Near normal,Near normal
01/09/09,-0.2969391,0.05557882,0.64672935,0.5863138,-0.25912306,-0.034780737,0.3859757,-0.68043965,-0.8869724,23.41332913,16.24547224,15.6082522,43.16825527,13.04289212,15.52837083,8.149728395,3.442464513,22.08400971,3.8141053,4.7017403,3.1869166,3.6903894,0.7191362,4.0579505,2.7515895,1.9637026,1.771701,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/10/09,0.297143,0.31915382,0.5881533,0.78573257,-0.7676283,-0.2169498,0.43475592,-0.42509592,-0.7857052,82.23772287,120.8520669,81.85608467,128.6628032,31.83153492,95.47965626,74.70366205,31.97692465,34.42565373,2.4259012,2.5658915,0.84009093,-0.34861106,-0.7913024,1.8353806,0.6740976,1.613151,3.0581374,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/11/09,0.45011854,0.6278572,0.67580265,0.29694334,0.3397628,0.26072207,0.6399616,-0.023998143,0.043570057,72.27186221,79.67127471,127.7062402,118.9577069,107.2487575,153.3000007,82.49813948,23.47886884,37.80012454,0.49131986,0.2535871,0.14848895,-2.1217172,0.6518886,0.9084233,0.65276635,2.4987838,4.003829,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/12/09,0.44599047,0.64490813,1.4942082,0.14005612,0.007045056,0.24527915,0.12252115,-0.16832593,0.17716287,57.09176657,58.67261769,101.472033,114.3652465,75.95872702,129.1817317,61.2595762,19.26909937,14.55818384,-0.35879678,-0.49896735,-3.2056224,-5.8553996,-3.177604,-5.192118,0.001495035,0.20923674,1.1375716,Near normal,Near normal,Moderately wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/01/10,0.46104357,1.134949,1.8248371,0.11075592,-0.14852872,0.20554382,0.6781924,0.50974965,0.025746245,132.0153563,209.0839263,201.0453898,183.036252,104.1864245,206.5758075,196.4601165,85.89366469,15.54189806,0.39899403,0.29048145,-1.6056228,-3.362821,1.7400544,-1.7255453,0.7334725,0.09854478,1.204875,Near normal,Moderately wet,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/02/10,0.24867213,0.7513757,1.5355295,-0.55779815,-0.8717682,-0.6423129,0.47723314,0.43784225,-0.46223447,84.0627876,66.77135894,67.84585598,87.55978647,68.84976245,87.51347382,44.24229484,49.24317675,38.88162904,2.526383,-1.1900759,-1.4973855,-0.3578545,1.3584949,-1.2200933,-0.26113743,1.5879174,3.516725,Near normal,Near normal,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/03/10,0.23182613,0.75703734,0.9194447,-0.62863874,-1.0059655,-0.7891387,0.6067605,0.2618853,-0.57770884,45.91286572,76.59804073,78.17209764,83.8173526,31.71019534,85.12587145,63.34269737,32.42571341,21.74295272,1.535286,-1.0082572,-1.6409897,1.6650577,1.6049181,0.40256727,-0.4378667,1.2187322,2.3407452,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal
01/04/10,-0.53750217,-0.08132352,0.50584185,-1.1763412,0.01119351,-0.000617401,0.02630698,-0.6917206,-0.97895133,48.6804276,58.01045808,91.08866288,56.66827514,115.4440288,125.0782692,88.71481305,21.72617619,14.15741001,0.85058075,-0.3411938,-0.91254777,-0.2603162,0.15831481,-1.9803222,1.6730431,1.295052,2.5552123,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal,Near normal,Near normal,Near normal
01/05/10,-0.68880606,-0.16356523,0.4148681,-0.81482595,0.55482453,0.53121257,-0.040663507,-1.093905,-0.7739195,11.38762586,17.29021074,31.89021205,14.6645158,15.91651386,16.4765818,29.68334122,6.668936295,37.94368452,1.9826312,-0.018015383,-0.9599645,3.1666245,1.0510234,0.37265086,-1.5102832,-0.16582349,1.051783,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Moderate drought,Near normal
01/06/10,-0.54155385,-0.25467536,0.5853762,-0.64067465,1.5876474,1.2951975,-0.00655169,-1.0743966,-0.7549947,30.25380193,13.84971839,0.692467438,15.62799455,3.033028606,3.61623727,0.63288601,5.821796039,37.31381715,3.041485,-0.05052358,-0.7317054,3.238974,-0.29801357,-0.41748697,-1.1922575,0.76510525,0.8404316,Near normal,Near normal,Near normal,Near normal,Very wet,Moderately wet,Near normal,Moderate drought,Near normal
01/07/10,-0.6529101,-1.0728558,-0.38908955,-0.96766675,-0.55212337,-1.0507933,-0.6988651,-1.5165836,-0.398021,12.7734551,1.081469695,1.633033971,12.83830279,4.686196335,5.754258529,0.571086945,3.530360682,23.59674067,3.8921986,1.6311281,1.5644237,5.8042946,1.0063994,1.7613512,0.26476273,1.3769891,0.71348035,Near normal,Moderate drought,Near normal,Near normal,Near normal,Moderate drought,Near normal,Severe drought,Near normal
01/08/10,-0.57385534,-1.1616375,-1.4574528,-0.9113394,-0.7264484,-1.3343754,-1.3363928,-1.6573678,-0.8286543,8.159556655,0.541344468,0.120637292,11.825919,1.093480902,2.726548727,0.052396853,1.465232882,19.31195688,3.7543077,0.93643785,1.6478062,6.680421,0.95109814,2.2985168,0.48622495,1.7509123,2.6364212,Near normal,Moderate drought,Moderate drought,Near normal,Near normal,Moderate drought,Moderate drought,Severe drought,Near normal
01/09/10,-1.5432445,-1.7810875,-3.365837,-1.9345926,-1.3138909,-1.9009916,-2.2105396,-1.8937083,-1.4130687,25.31418294,4.964969257,1.091991726,17.04847467,2.04454615,5.946577301,1.44808262,6.677005493,15.3643136,2.912126,1.2858073,0.60591215,3.7040198,-1.5469633,-0.1098606,0.3756903,2.07466,4.135975,Severe drought,Severe drought,Extreme drought,Severe drought,Moderate drought,Severe drought,Extreme drought,Severe drought,Moderate drought
01/10/10,-0.89238226,-1.4494275,-1.8039212,-1.1010025,-1.3992782,-1.4694533,-2.0017498,-1.5421481,-0.9517061,82.60714317,41.9892342,60.70284228,114.6270994,20.95448935,74.04105185,19.09428298,6.223875256,38.1075705,1.3764424,1.9591463,0.9782585,5.5277314,-0.92119324,1.3609217,0.11293799,1.9946164,3.8012013,Near normal,Moderate drought,Severe drought,Moderate drought,Moderate drought,Moderate drought,Extreme drought,Severe drought,Near normal
01/11/10,-0.24758011,-0.69122547,-1.5658492,-0.8769553,-0.9598045,-0.92289966,-1.2537428,-0.9983045,-0.51150584,98.46925861,83.91432709,90.83391493,141.8810838,97.73580682,152.8855723,61.05177813,20.12717073,22.33820542,3.313711,2.8970835,1.6810757,3.4256725,-0.8083275,-0.04470663,1.0063978,1.3534883,3.3807678,Near normal,Near normal,Severe drought,Near normal,Near normal,Near normal,Moderate drought,Near normal,Near normal
01/12/10,0.5104514,0.7486628,-0.09665695,0.30583453,-0.3043987,-0.00384256,-0.49460688,0.11843987,0.47607994,115.0341021,180.5639134,194.9700322,184.2663106,138.536359,183.5210679,114.8843138,59.83666868,52.76037581,2.013948,-0.50912404,0.21486507,0.037036203,-0.82506883,-1.3891652,-0.017995706,1.547031,3.07559,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/01/11,0.8118627,1.7570848,0.62179935,0.6882197,0.76598644,0.53390193,0.8931098,0.5463425,0.19739725,152.001509,196.8511645,175.3896828,198.9278107,173.9515773,197.3133669,165.6106685,106.6073272,32.34688315,0.78394204,-7.7024255,-5.8670673,-6.689121,-4.6156855,-8.263485,-5.272834,-0.4558756,3.1165419,Near normal,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
01/02/11,0.81289035,1.5247824,0.5029118,0.36787271,0.17172043,-0.24813306,0.8210462,1.0952046,0.23796785,100.0733337,85.83823802,69.87824005,61.11235252,24.10015087,57.72349495,77.05874062,70.1541035,42.47927554,2.82863,-2.3448696,3.0087461,0.5524739,3.1214216,0.94147056,0.98372406,1.8887705,3.2811093,Near normal,Very wet,Near normal,Near normal,Near normal,Near normal,Near normal,Moderately wet,Near normal
01/03/11,0.5964051,0.7303337,-0.1912211,-0.3932812,-0.043916896,-0.9188055,0.5340242,0.73670965,-0.6914282,92.77918122,67.59618589,74.96465244,81.72691533,38.60577801,72.61483356,68.00144522,55.12818776,33.19497133,0.12866239,-1.2075446,2.9386885,3.5198777,3.4999146,3.9836962,0.93705165,0.7499001,2.3766837,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal,Near normal
